Date,Open,High,Low,Close,Adj Close,Volume
2011-04-01,1741.000000,1820.000000,1741.000000,1772.449951,1589.550171,1170
2011-04-04,1798.199951,1798.199951,1762.000000,1780.550049,1596.814575,356
2011-04-05,1770.000000,1805.000000,1770.000000,1798.500000,1612.912231,1084
2011-04-06,1800.000000,1815.000000,1775.000000,1804.550049,1618.337891,739
2011-04-07,1815.000000,1819.000000,1803.000000,1809.199951,1622.508057,230
2011-04-08,1810.000000,2005.000000,1810.000000,1902.349976,1706.045898,11092
2011-04-11,1901.000000,1925.000000,1861.050049,1871.750000,1678.603638,1800
2011-04-13,1870.099976,1901.000000,1846.099976,1884.550049,1690.082764,3543
2011-04-15,1860.000000,1893.750000,1860.000000,1873.849976,1680.486938,605
2011-04-18,1880.000000,1895.000000,1852.349976,1865.800049,1673.267334,789
2011-04-19,1865.800049,1890.000000,1865.800049,1883.050049,1688.737549,787
2011-04-20,1898.000000,1920.000000,1873.000000,1881.050049,1686.943970,4949
2011-04-21,1890.000000,1890.000000,1861.099976,1883.099976,1688.782349,1155
2011-04-25,1890.000000,1900.000000,1860.500000,1886.300049,1691.652100,2241
2011-04-26,1860.000000,1866.000000,1785.000000,1816.050049,1628.651245,10716
2011-04-27,1849.000000,1849.000000,1820.000000,1841.199951,1651.205811,1007
2011-04-28,1860.000000,1860.000000,1825.000000,1836.050049,1646.587402,800
2011-04-29,1855.000000,1855.000000,1825.000000,1834.650024,1645.332031,408
2011-05-02,1835.000000,1890.000000,1830.000000,1863.650024,1671.339355,1014
2011-05-03,1820.250000,1885.000000,1820.250000,1830.400024,1641.520752,977
2011-05-04,1810.000000,1864.000000,1810.000000,1821.449951,1633.494141,730
2011-05-05,1879.000000,1879.000000,1811.000000,1825.599976,1637.215576,3584
2011-05-06,1842.000000,1843.900024,1801.050049,1812.699951,1625.646729,247
2011-05-09,1802.000000,1830.000000,1795.000000,1805.650024,1619.324585,774
2011-05-10,1834.949951,1849.000000,1800.000000,1826.900024,1638.381470,328
2011-05-11,1805.000000,1839.500000,1805.000000,1818.250000,1630.624512,226
2011-05-12,1822.000000,1838.900024,1803.150024,1806.800049,1620.355835,3375
2011-05-13,1837.949951,1837.949951,1793.000000,1803.550049,1617.441162,652
2011-05-16,1850.000000,1880.000000,1800.000000,1804.300049,1618.113892,569
2011-05-17,1809.000000,1860.000000,1801.000000,1845.699951,1655.241699,1087
2011-05-18,1845.150024,1845.150024,1815.000000,1819.849976,1632.059082,542
2011-05-19,1839.900024,1849.000000,1820.000000,1820.349976,1632.507690,889
2011-05-20,1820.099976,1860.000000,1820.099976,1845.000000,1654.614014,435
2011-05-23,1805.000000,1847.949951,1805.000000,1838.099976,1648.426147,1279
2011-05-24,1834.800049,1835.000000,1820.000000,1823.349976,1635.197998,1111
2011-05-25,1830.000000,1839.500000,1801.000000,1815.949951,1628.561768,809
2011-05-26,1802.500000,1856.000000,1802.500000,1849.650024,1658.784058,824
2011-05-27,1848.000000,1970.000000,1811.000000,1820.050049,1632.238647,11586
2011-05-30,1816.000000,1850.000000,1816.000000,1839.449951,1649.636597,974
2011-05-31,1856.000000,1880.000000,1826.000000,1875.000000,1681.518188,2533
2011-06-01,1880.000000,1880.000000,1852.150024,1868.099976,1675.330200,1752
