Date,Open,High,Low,Close,Adj Close,Volume
2011-04-01,412.049988,414.500000,408.000000,412.500000,341.910797,203788
2011-04-04,410.024994,414.950012,408.549988,412.075012,341.558594,138154
2011-04-05,412.500000,431.000000,412.500000,429.325012,355.856598,153782
2011-04-06,429.475006,429.475006,421.524994,424.200012,351.608704,238222
2011-04-07,427.850006,427.899994,419.049988,423.174988,350.759033,170868
2011-04-08,424.674988,432.450012,423.200012,426.850006,353.805237,226520
2011-04-11,424.975006,427.000000,420.125000,424.350006,351.733002,85738
2011-04-13,425.500000,462.850006,421.000000,454.475006,376.702881,752684
2011-04-15,452.024994,464.000000,440.000000,448.424988,371.688110,327082
2011-04-18,449.475006,455.000000,435.250000,440.174988,364.850037,86252
2011-04-19,444.000000,444.024994,435.500000,437.825012,362.902069,37392
2011-04-20,440.000000,459.500000,439.049988,454.799988,376.972168,335680
2011-04-21,455.125000,457.399994,449.000000,453.725006,376.081238,75212
2011-04-25,450.225006,461.000000,445.000000,452.149994,374.775665,94112
2011-04-26,452.500000,455.350006,445.000000,448.174988,371.480957,37438
2011-04-27,446.524994,451.000000,438.075012,442.725006,366.963501,40760
2011-04-28,456.149994,456.149994,437.750000,440.450012,365.077820,90656
2011-04-29,442.225006,454.500000,440.125000,452.174988,374.796417,290224
2011-05-02,452.500000,460.649994,447.500000,450.674988,373.553070,51720
2011-05-03,445.500000,455.250000,445.500000,451.075012,373.884674,80810
2011-05-04,452.524994,454.000000,442.674988,446.125000,369.781738,62356
2011-05-05,449.475006,449.475006,440.049988,445.100006,368.932129,46734
2011-05-06,446.000000,450.899994,441.174988,445.850006,369.553802,49308
2011-05-09,440.600006,450.024994,440.600006,449.075012,372.226929,44436
2011-05-10,454.000000,468.500000,452.500000,453.950012,376.267700,229798
2011-05-11,454.500000,464.000000,441.149994,461.575012,382.587860,92646
2011-05-12,463.500000,463.500000,450.049988,453.875000,376.205536,29614
2011-05-13,452.500000,467.500000,452.500000,459.725006,381.054413,154588
2011-05-16,460.000000,462.450012,454.024994,458.899994,380.370605,99224
2011-05-17,460.075012,467.399994,446.524994,451.424988,374.174744,167008
2011-05-18,458.450012,460.000000,447.049988,451.924988,374.589233,267534
2011-05-19,459.899994,462.500000,447.825012,449.350006,372.454834,75922
2011-05-20,457.500000,460.000000,440.125000,452.950012,375.438843,33012
2011-05-23,452.924988,455.500000,446.924988,450.750000,373.615265,35068
2011-05-24,451.649994,452.299988,446.750000,450.024994,373.014374,45220
2011-05-25,447.200012,455.500000,444.575012,449.549988,372.620667,20624
2011-05-26,452.475006,453.450012,445.625000,449.125000,372.268372,235612
2011-05-27,450.000000,452.500000,449.000000,449.475006,372.558411,26050
2011-05-30,450.000000,454.000000,442.549988,448.450012,371.708862,99644
2011-05-31,448.524994,448.975006,437.500000,446.825012,370.361938,175816
2011-06-01,438.825012,449.750000,438.825012,446.500000,370.092560,55294
2011-06-02,444.575012,465.975006,441.575012,460.174988,381.427399,287648
2011-06-03,464.950012,468.850006,446.500000,454.700012,376.889343,101264
2011-06-06,454.700012,461.950012,454.700012,457.100006,378.878632,65804
2011-06-07,460.000000,460.000000,454.500000,455.450012,377.511047,47264
2011-06-08,451.149994,458.000000,451.149994,452.424988,375.003571,41814
2011-06-09,458.850006,458.875000,445.825012,449.325012,372.434082,70448
2011-06-10,450.000000,453.674988,446.524994,447.024994,370.527710,78268
2011-06-13,440.075012,446.450012,358.075012,444.299988,371.593994,99108
2011-06-14,448.700012,457.000000,445.000000,454.725006,380.313141,152744
2011-06-15,457.000000,464.399994,452.049988,457.299988,382.466736,276872
2011-06-16,461.500000,461.500000,450.125000,457.774994,382.864044,150690
2011-06-17,458.024994,465.000000,453.100006,457.500000,382.634003,190440
2011-06-20,456.975006,462.424988,454.000000,457.149994,382.341217,120970
2011-06-21,457.500000,458.500000,454.625000,458.000000,383.052216,145766
2011-06-22,458.024994,459.000000,455.000000,457.024994,382.236694,53708
2011-06-23,455.500000,457.975006,451.524994,455.149994,380.668518,69594
2011-06-24,457.000000,461.000000,454.000000,459.274994,384.118439,61004
2011-06-27,460.475006,466.799988,458.500000,463.549988,387.693909,189450
2011-06-28,465.000000,465.000000,456.200012,457.549988,382.675751,71218
2011-06-29,459.000000,505.950012,455.000000,493.000000,412.324707,1525364
2011-06-30,497.325012,498.174988,483.475006,491.174988,410.798401,470348
2011-07-01,495.000000,509.174988,492.000000,501.725006,419.621918,618996
2011-07-04,500.000000,516.250000,500.000000,513.150024,429.177429,330138
2011-07-05,512.000000,514.849976,504.500000,506.174988,423.343719,100016
2011-07-06,502.500000,510.975006,497.000000,499.125000,417.447479,148184
2011-07-07,499.399994,510.500000,499.399994,504.375000,421.838318,184014
2011-07-08,504.375000,513.250000,501.524994,503.325012,420.960175,94092
2011-07-11,505.000000,507.500000,499.000000,502.149994,419.977448,42052
2011-07-12,500.000000,506.250000,498.500000,501.899994,419.768372,88582
2011-07-13,505.000000,509.850006,497.500000,499.875000,418.074677,86648
2011-07-14,497.750000,503.500000,492.799988,499.649994,417.886475,86868
2011-07-15,500.075012,505.000000,498.500000,502.750000,420.479218,67824
2011-07-18,504.725006,509.774994,499.524994,504.825012,422.214783,132376
2011-07-19,505.000000,505.000000,498.000000,499.475006,417.740173,236662
2011-07-20,499.475006,503.500000,493.500000,497.325012,415.942017,62956
2011-07-21,497.899994,498.975006,487.500000,488.674988,408.707520,83068
2011-07-22,495.899994,499.500000,476.100006,496.625000,415.356506,583792
2011-07-25,495.000000,495.000000,487.799988,491.174988,410.798401,169280
2011-07-26,494.000000,494.975006,475.500000,488.450012,408.519318,133936
2011-07-27,489.950012,491.850006,485.500000,487.924988,408.080170,61180
2011-07-28,425.000000,493.399994,425.000000,490.100006,409.899323,193664
2011-07-29,487.500000,493.950012,480.500000,487.950012,408.101074,142116
2011-08-01,490.000000,493.375000,487.500000,489.049988,409.021118,41226
2011-08-02,489.000000,493.500000,483.250000,492.424988,411.843811,202208
2011-08-03,465.000000,496.700012,465.000000,489.875000,409.711060,80068
2011-08-04,492.500000,500.500000,486.149994,489.674988,409.543884,127116
2011-08-05,480.000000,487.450012,475.850006,482.024994,403.145721,78452
2011-08-08,480.975006,480.975006,467.549988,473.825012,396.287537,269086
2011-08-09,470.000000,473.375000,460.000000,465.850006,389.617645,115090
2011-08-10,474.475006,474.475006,465.000000,466.200012,389.910309,176390
2011-08-11,462.500000,469.899994,462.500000,465.600006,389.408478,76834
2011-08-12,468.500000,470.000000,458.000000,460.075012,384.787537,217516
2011-08-16,460.075012,464.975006,451.649994,454.350006,379.999512,65342
2011-08-17,457.500000,469.500000,455.549988,465.950012,389.701263,284132
2011-08-18,467.500000,473.924988,464.075012,465.875000,389.638519,117246
2011-08-19,453.149994,463.975006,444.875000,459.450012,384.264893,115432
2011-08-22,460.024994,479.350006,458.125000,476.625000,398.629364,148726
2011-08-23,475.000000,479.924988,471.325012,475.424988,397.625763,46208
2011-08-24,475.600006,477.500000,462.549988,466.149994,389.868469,84484
2011-08-25,474.250000,487.899994,466.549988,483.075012,404.023773,263904
2011-08-26,486.450012,487.825012,470.000000,472.850006,395.472229,122322
2011-08-29,482.500000,482.500000,472.500000,473.575012,396.078491,188206
2011-08-30,481.500000,481.500000,473.000000,475.524994,397.709351,89758
2011-09-02,481.000000,492.600006,475.475006,490.125000,409.920197,210286
2011-09-05,489.500000,504.500000,486.024994,502.075012,419.914734,188892
2011-09-06,502.500000,509.825012,500.000000,501.575012,419.496490,73014
2011-09-07,498.524994,528.450012,497.475006,518.174988,433.379974,232598
2011-09-08,520.000000,521.025024,509.049988,511.225006,427.567383,185976
2011-09-09,512.299988,513.500000,495.000000,497.700012,416.255646,318888
2011-09-12,493.325012,500.000000,490.674988,495.049988,414.039276,65304
2011-09-13,497.524994,500.500000,482.625000,486.500000,406.888367,147964
2011-09-14,487.475006,492.500000,483.649994,488.600006,408.644775,48666
2011-09-15,491.000000,502.500000,491.000000,499.975006,418.158356,276738
2011-09-16,500.000000,505.825012,491.000000,494.774994,413.809296,308832
2011-09-19,492.799988,497.500000,490.100006,493.524994,412.763885,40632
2011-09-20,496.000000,498.850006,491.299988,494.075012,413.223724,42408
2011-09-21,494.024994,500.000000,458.299988,499.850006,418.053864,96304
2011-09-22,499.500000,499.500000,485.549988,487.500000,407.724762,67010
2011-09-23,482.500000,494.424988,468.000000,491.524994,411.091034,65032
2011-09-26,493.975006,493.975006,481.450012,483.625000,404.483978,40880
2011-09-27,485.000000,488.450012,479.500000,480.825012,402.142151,82692
2011-09-28,482.975006,485.350006,479.000000,482.850006,403.835693,203858
2011-09-29,482.850006,496.000000,481.524994,494.625000,413.683777,285216
2011-09-30,494.424988,497.000000,487.975006,491.375000,410.965637,174440
2011-10-03,487.475006,490.950012,481.950012,482.875000,403.856598,53532
2011-10-04,484.850006,494.750000,481.149994,492.399994,411.822876,292584
2011-10-05,505.000000,507.500000,496.125000,498.250000,416.715637,135158
2011-10-07,495.774994,501.500000,486.524994,493.000000,412.324707,166336
2011-10-10,492.000000,495.000000,489.399994,492.024994,411.509277,47044
2011-10-11,494.000000,500.000000,492.024994,498.149994,416.631958,81754
2011-10-12,498.149994,500.475006,498.049988,499.700012,417.928284,68858
2011-10-13,500.000000,501.475006,492.500000,493.924988,413.098328,18342
2011-10-14,495.500000,498.000000,492.500000,497.000000,415.670197,21984
2011-10-17,498.950012,502.500000,496.075012,500.024994,418.200195,97550
2011-10-18,500.625000,504.000000,497.500000,499.700012,417.928284,142568
2011-10-19,499.700012,510.000000,499.700012,502.149994,419.977448,83560
2011-10-20,503.000000,507.475006,494.149994,498.424988,416.861938,65418
2011-10-21,500.000000,503.500000,490.549988,493.950012,413.119293,37710
2011-10-24,495.500000,499.500000,494.750000,496.475006,415.231018,30734
2011-10-25,495.000000,501.375000,493.500000,500.100006,418.262817,74328
2011-10-28,507.000000,507.500000,495.125000,498.375000,416.820099,87042
2011-10-31,498.549988,506.100006,486.250000,501.075012,419.078400,311480
2011-11-01,502.975006,534.400024,497.000000,520.674988,435.470947,708440
2011-11-02,517.474976,533.000000,515.500000,528.674988,442.161926,216684
2011-11-03,530.049988,536.000000,522.849976,524.950012,439.046417,172204
2011-11-04,525.000000,542.500000,525.000000,538.750000,450.588196,334290
2011-11-08,536.275024,542.500000,529.325012,534.075012,446.678192,142004
2011-11-09,535.000000,536.400024,525.000000,527.950012,441.555420,71492
2011-11-11,525.750000,529.599976,518.000000,522.299988,436.830139,156856
2011-11-14,525.325012,527.424988,515.599976,518.224976,433.421783,110126
2011-11-15,520.000000,520.000000,505.774994,507.799988,424.702820,100754
2011-11-16,506.274994,508.975006,499.049988,502.000000,419.851929,56332
2011-11-17,500.500000,517.000000,498.000000,506.825012,423.887390,138462
2011-11-18,505.500000,506.700012,500.000000,503.424988,421.043732,173180
2011-11-21,503.500000,504.950012,495.075012,499.125000,417.447479,56620
2011-11-22,504.825012,504.825012,487.500000,501.649994,419.559296,105770
2011-11-23,502.049988,503.375000,489.500000,492.274994,411.718445,150212
2011-11-24,491.000000,496.350006,481.125000,487.225006,407.494720,340548
2011-11-25,487.500000,497.424988,485.500000,492.450012,411.864685,49320
2011-11-28,495.600006,499.774994,490.600006,495.674988,414.561951,79420
2011-11-29,496.000000,504.500000,496.000000,499.774994,417.991058,91344
2011-11-30,502.200012,505.600006,495.500000,500.725006,418.785645,182724
2011-12-01,505.000000,509.000000,499.100006,501.125000,419.120209,43828
2011-12-02,504.500000,504.500000,497.524994,500.424988,418.534607,46708
2011-12-05,500.000000,504.000000,498.500000,500.424988,418.534607,30892
2011-12-07,503.500000,515.000000,501.049988,508.125000,424.974701,189086
2011-12-08,508.100006,514.849976,500.549988,502.274994,420.081909,84244
2011-12-09,511.375000,511.375000,496.049988,499.875000,418.074677,47464
2011-12-12,505.000000,509.975006,500.350006,504.500000,421.942841,208014
2011-12-13,502.000000,518.500000,499.274994,516.000000,431.561005,176868
2011-12-14,520.000000,526.500000,515.950012,520.150024,435.031860,219452
2011-12-15,517.500000,520.000000,511.049988,515.950012,431.519104,92088
2011-12-16,529.500000,529.500000,505.674988,507.000000,424.033752,68764
2011-12-19,524.500000,524.500000,490.500000,503.475006,421.085632,86240
2011-12-20,504.500000,504.500000,495.600006,500.149994,422.077240,102196
2011-12-21,502.524994,513.450012,500.000000,511.149994,431.360077,156210
2011-12-22,507.500000,514.000000,506.000000,511.825012,431.929718,37124
2011-12-23,512.500000,515.000000,509.975006,511.975006,432.056274,59456
2011-12-26,512.500000,514.724976,506.125000,509.774994,430.199707,55646
2011-12-27,508.100006,514.000000,507.000000,509.799988,430.220764,30512
2011-12-28,510.100006,514.000000,504.274994,505.399994,426.507599,79002
2011-12-29,507.000000,507.600006,487.500000,490.375000,413.828064,163380
2011-12-30,491.000000,504.950012,488.000000,495.274994,417.963226,95052
2012-01-02,497.500000,497.850006,490.549988,492.350006,415.494720,33216
2012-01-03,494.475006,497.500000,492.500000,495.524994,418.174164,41092
2012-01-04,497.500000,498.625000,480.000000,490.750000,414.144562,120304
2012-01-05,493.500000,497.500000,489.000000,490.174988,413.659241,37006
2012-01-06,496.399994,496.399994,489.000000,491.350006,414.650818,550678
2012-01-07,null,null,null,null,null,null
2012-01-09,490.100006,495.500000,490.000000,493.450012,416.423096,52112
2012-01-10,491.325012,496.500000,491.000000,492.500000,415.621368,232562
2012-01-11,504.500000,504.500000,490.000000,490.924988,414.292145,109322
2012-01-12,490.075012,491.000000,477.000000,479.399994,404.566223,768000
2012-01-13,479.500000,480.024994,468.149994,471.000000,397.477448,239088
2012-01-16,467.500000,477.000000,467.450012,475.625000,401.380524,61604
2012-01-17,478.500000,487.100006,476.000000,482.649994,407.308929,114908
2012-01-18,484.950012,485.500000,474.549988,479.399994,404.566223,133086
2012-01-19,482.000000,489.500000,479.000000,483.649994,408.152832,53406
2012-01-20,483.524994,486.774994,478.500000,480.174988,405.220276,72208
2012-01-23,486.825012,506.700012,480.250000,492.600006,415.705811,860024
2012-01-24,497.475006,498.975006,488.524994,492.024994,415.220520,310684
2012-01-25,494.200012,494.200012,488.000000,489.375000,412.984131,152142
2012-01-27,492.500000,492.500000,488.125000,488.625000,412.351257,69670
2012-01-30,489.000000,493.174988,488.250000,491.674988,414.925018,389552
2012-01-31,519.500000,519.500000,492.024994,501.649994,423.343109,435412
2012-02-01,501.500000,507.500000,496.825012,499.399994,421.444244,155454
2012-02-02,499.524994,504.850006,495.000000,499.200012,421.275482,49592
2012-02-03,503.950012,503.950012,499.000000,500.225006,422.140442,159748
2012-02-06,504.325012,504.450012,495.799988,502.674988,424.208008,161194
2012-02-07,492.149994,516.500000,492.149994,510.975006,431.212402,178434
2012-02-08,512.500000,517.500000,508.100006,512.549988,432.541504,145742
2012-02-09,510.000000,514.900024,498.575012,502.424988,423.997040,108986
2012-02-10,509.399994,520.000000,503.024994,512.474976,432.478180,222552
2012-02-13,510.000000,513.474976,500.000000,501.924988,423.575012,124172
2012-02-14,512.500000,512.500000,499.450012,502.200012,423.807220,338444
2012-02-15,505.000000,508.475006,502.500000,504.825012,426.022522,200522
2012-02-16,505.500000,509.000000,502.024994,505.674988,426.739746,50988
2012-02-17,505.100006,509.899994,505.000000,505.825012,426.866272,142856
2012-02-21,505.500000,509.475006,505.274994,506.100006,427.098358,74610
2012-02-22,500.500000,507.000000,499.475006,502.774994,424.292389,74550
2012-02-23,500.500000,519.950012,499.600006,512.049988,432.119568,216994
2012-02-24,511.475006,532.500000,507.600006,528.250000,445.790894,388720
2012-02-27,615.549988,615.549988,521.525024,531.150024,448.238098,312724
2012-02-28,537.000000,537.000000,523.500000,525.974976,443.870880,70706
2012-02-29,540.000000,540.000000,521.500000,524.275024,442.436249,34146
2012-03-01,520.049988,525.950012,511.000000,517.650024,436.845367,77588
2012-03-02,517.075012,534.500000,517.075012,520.150024,438.955170,198160
2012-03-03,null,null,null,null,null,null
2012-03-05,518.500000,521.500000,510.500000,516.200012,435.621765,67074
2012-03-06,502.500000,532.500000,502.475006,519.150024,438.111298,96014
2012-03-07,519.500000,523.950012,515.000000,517.275024,436.529053,76748
2012-03-09,527.500000,533.849976,518.025024,531.400024,448.449188,90446
2012-03-12,528.250000,550.000000,528.250000,547.049988,461.656128,119926
2012-03-13,548.500000,560.974976,541.625000,553.700012,467.268066,180582
2012-03-14,560.500000,569.924988,547.575012,554.599976,468.027527,187324
2012-03-15,550.000000,554.174988,544.025024,548.224976,462.647766,46624
2012-03-16,540.099976,554.974976,540.099976,544.875000,459.820679,87928
2012-03-19,530.549988,552.500000,530.549988,550.224976,464.335632,39092
2012-03-20,550.224976,561.400024,545.000000,554.775024,468.175323,119546
2012-03-21,543.650024,560.000000,541.424988,558.099976,470.981293,83866
2012-03-22,555.825012,565.924988,526.974976,539.900024,458.911285,126694
2012-03-23,540.000000,549.000000,535.000000,539.775024,458.805115,84462
2012-03-26,560.000000,560.000000,540.075012,545.150024,463.373840,50542
2012-03-27,530.000000,558.875000,512.500000,553.974976,470.875031,176786
2012-03-28,554.000000,562.974976,553.974976,560.049988,476.038727,762372
2012-03-29,558.724976,563.349976,553.000000,556.650024,473.148804,64610
2012-03-30,559.500000,562.250000,554.000000,559.125000,475.252472,62042
2012-04-02,562.000000,579.250000,557.250000,572.400024,486.536133,146410
2012-04-03,577.200012,582.424988,572.575012,579.799988,492.826172,149486
2012-04-04,573.075012,578.325012,565.424988,567.650024,482.498627,70336
2012-04-09,563.049988,569.500000,555.549988,557.700012,474.041138,61540
2012-04-10,557.500000,566.000000,554.125000,563.325012,478.822357,105676
2012-04-11,557.674988,568.500000,557.500000,558.974976,475.124878,91408
2012-04-12,559.000000,567.950012,557.500000,558.575012,474.785065,84586
2012-04-13,558.525024,568.474976,552.625000,554.900024,471.661285,136198
2012-04-16,550.500000,562.950012,541.575012,561.700012,477.441132,54386
2012-04-17,551.000000,566.750000,551.000000,565.150024,480.373688,69786
2012-04-18,554.275024,570.500000,554.275024,567.099976,482.031128,49826
2012-04-19,599.900024,612.400024,565.250000,571.974976,486.174896,85252
2012-04-20,560.750000,579.924988,560.750000,577.375000,490.764740,85886
2012-04-23,575.000000,580.000000,552.549988,560.000000,475.996216,103612
2012-04-24,551.924988,584.900024,551.924988,581.750000,494.483582,83212
2012-04-25,565.299988,582.349976,565.299988,578.650024,491.848450,144704
2012-04-26,579.500000,579.974976,555.625000,558.150024,474.423920,137446
2012-04-27,564.474976,567.450012,553.125000,554.849976,471.618713,60258
2012-04-30,560.450012,561.974976,553.700012,554.474976,471.300049,138766
2012-05-02,560.000000,564.349976,558.549988,560.150024,476.123749,49484
2012-05-03,574.500000,578.825012,556.525024,565.200012,480.416016,61938
2012-05-04,565.200012,571.474976,563.125000,566.775024,481.754944,73628
2012-05-07,525.000000,567.375000,525.000000,562.150024,477.823639,39270
2012-05-08,561.000000,570.700012,561.000000,564.924988,480.182434,50664
2012-05-09,570.000000,572.500000,560.150024,568.849976,483.518738,55902
2012-05-10,572.974976,589.000000,570.000000,582.299988,494.950989,397304
2012-05-11,581.674988,594.025024,578.099976,590.549988,501.963501,343856
2012-05-14,592.000000,610.000000,581.025024,607.900024,516.710999,589696
2012-05-15,608.150024,621.000000,602.500000,614.474976,522.299438,195980
2012-05-16,612.474976,616.000000,605.025024,610.174988,518.644531,91690
2012-05-17,610.174988,620.000000,610.000000,614.700012,522.490845,190034
2012-05-18,611.000000,614.474976,607.000000,610.375000,518.814514,70768
2012-05-21,617.400024,617.424988,608.575012,610.125000,518.602051,79844
2012-05-22,611.299988,614.974976,597.500000,600.224976,510.187012,137938
